osmid,y,x,street_count,highway,geometry
378471,48.2093899,16.3385974,3,,POINT (16.3385974 48.2093899)
378472,48.2115728,16.338667,3,,POINT (16.338667 48.2115728)
378629,48.2106064,16.3252037,4,traffic_signals,POINT (16.3252037 48.2106064)
378630,48.211218,16.3254075,3,,POINT (16.3254075 48.211218)
378642,48.21031,16.3271266,4,,POINT (16.3271266 48.21031)
378696,48.2173376,16.3416682,4,,POINT (16.3416682 48.2173376)
378699,48.2172288,16.3424207,4,,POINT (16.3424207 48.2172288)
378700,48.2168208,16.3445443,4,,POINT (16.3445443 48.2168208)
378701,48.2174711,16.3462268,3,,POINT (16.3462268 48.2174711)
378720,48.2177309,16.3498011,3,,POINT (16.3498011 48.2177309)
378721,48.2188901,16.3516278,4,,POINT (16.3516278 48.2188901)
378727,48.2250679,16.3498014,4,,POINT (16.3498014 48.2250679)
378728,48.2236212,16.34944,3,,POINT (16.34944 48.2236212)
392224,48.2221545,16.3333166,4,,POINT (16.3333166 48.2221545)
392251,48.226886,16.3436724,4,,POINT (16.3436724 48.226886)
392301,48.2222852,16.3416439,4,traffic_signals,POINT (16.3416439 48.2222852)
392442,48.224684,16.3479451,4,,POINT (16.3479451 48.224684)
392847,48.2260095,16.3500044,4,,POINT (16.3500044 48.2260095)
393097,48.228131,16.3365477,4,crossing,POINT (16.3365477 48.228131)
393373,48.2262225,16.3482783,4,traffic_signals,POINT (16.3482783 48.2262225)
393375,48.2283981,16.3346608,3,,POINT (16.3346608 48.2283981)
393924,48.2229689,16.3340208,4,,POINT (16.3340208 48.2229689)
394171,48.2280425,16.338237,3,,POINT (16.338237 48.2280425)
394751,48.2253177,16.3480705,4,,POINT (16.3480705 48.2253177)
394989,48.226846,16.335796,4,,POINT (16.335796 48.226846)
401838,48.2251301,16.3420541,4,traffic_signals,POINT (16.3420541 48.2251301)
655012,48.2223384,16.3449313,3,,POINT (16.3449313 48.2223384)
655018,48.2246067,16.3489507,4,,POINT (16.3489507 48.2246067)
655032,48.2260964,16.3492475,4,,POINT (16.3492475 48.2260964)
670011,48.2096336,16.3392716,3,,POINT (16.3392716 48.2096336)
685158,48.2152903,16.345685,4,,POINT (16.345685 48.2152903)
685159,48.2171175,16.337242,4,traffic_signals,POINT (16.337242 48.2171175)
685160,48.2169634,16.3389994,4,traffic_signals,POINT (16.3389994 48.2169634)
685161,48.2160075,16.3434676,3,,POINT (16.3434676 48.2160075)
685163,48.2164979,16.3412394,4,,POINT (16.3412394 48.2164979)
685164,48.2163426,16.34195,4,,POINT (16.34195 48.2163426)
685166,48.2181904,16.3307416,4,traffic_signals,POINT (16.3307416 48.2181904)
685167,48.2180313,16.3323462,4,,POINT (16.3323462 48.2180313)
685169,48.2159307,16.3267495,3,,POINT (16.3267495 48.2159307)
16614540,48.2094137,16.3330136,4,traffic_signals,POINT (16.3330136 48.2094137)
16614541,48.2092769,16.333911,3,,POINT (16.333911 48.2092769)
17312826,48.2101643,16.3280906,4,,POINT (16.3280906 48.2101643)
17312836,48.2085805,16.3381316,4,,POINT (16.3381316 48.2085805)
17312837,48.2084499,16.3388375,4,,POINT (16.3388375 48.2084499)
17312860,48.207556,16.3434482,4,traffic_signals,POINT (16.3434482 48.207556)
17312861,48.208421,16.339313,4,,POINT (16.339313 48.208421)
24966938,48.2116633,16.3253329,3,,POINT (16.3253329 48.2116633)
24966942,48.2115785,16.3260348,3,,POINT (16.3260348 48.2115785)
24966947,48.2110522,16.32966,4,,POINT (16.32966 48.2110522)
24966952,48.2105988,16.3295022,4,,POINT (16.3295022 48.2105988)
24966959,48.2100193,16.3290408,4,,POINT (16.3290408 48.2100193)
24966975,48.212399,16.3337573,4,,POINT (16.3337573 48.212399)
25267594,48.2088897,16.336431,3,,POINT (16.336431 48.2088897)
25267596,48.2095855,16.3318878,3,,POINT (16.3318878 48.2095855)
25267603,48.2078263,16.3421754,3,,POINT (16.3421754 48.2078263)
25267608,48.2089923,16.3438492,4,,POINT (16.3438492 48.2089923)
25267624,48.2097299,16.3481702,3,,POINT (16.3481702 48.2097299)
25276589,48.2097089,16.3310752,4,,POINT (16.3310752 48.2097089)
25276591,48.2105673,16.3317489,3,,POINT (16.3317489 48.2105673)
25276592,48.2108698,16.3310016,4,,POINT (16.3310016 48.2108698)
25276594,48.2117112,16.3311674,4,traffic_signals,POINT (16.3311674 48.2117112)
25276596,48.2133556,16.3243013,3,,POINT (16.3243013 48.2133556)
25280480,48.2105629,16.3326368,3,,POINT (16.3326368 48.2105629)
25280481,48.210419,16.3333456,4,,POINT (16.3333456 48.210419)
25280482,48.2231372,16.3386125,4,,POINT (16.3386125 48.2231372)
25280685,48.2272183,16.3422994,4,traffic_signals,POINT (16.3422994 48.2272183)
25778306,48.2221626,16.3533212,4,,POINT (16.3533212 48.2221626)
26405238,48.224925,16.3507849,4,,POINT (16.3507849 48.224925)
26405240,48.2259001,16.3510467,4,,POINT (16.3510467 48.2259001)
26405245,48.2186348,16.3281978,3,,POINT (16.3281978 48.2186348)
26405248,48.2233015,16.3309683,4,,POINT (16.3309683 48.2233015)
26972253,48.2098706,16.3300176,4,traffic_signals,POINT (16.3300176 48.2098706)
27028195,48.2174043,16.3481679,3,traffic_signals,POINT (16.3481679 48.2174043)
27399706,48.2090425,16.3354337,3,traffic_signals,POINT (16.3354337 48.2090425)
28982559,48.2247717,16.3516697,3,,POINT (16.3516697 48.2247717)
28982560,48.2246537,16.3525355,4,,POINT (16.3525355 48.2246537)
28982561,48.2240317,16.3522319,4,,POINT (16.3522319 48.2240317)
28982563,48.2256331,16.3521273,3,,POINT (16.3521273 48.2256331)
28982564,48.2254457,16.3529349,4,,POINT (16.3529349 48.2254457)
28982569,48.224962,16.3545198,4,,POINT (16.3545198 48.224962)
29048460,48.2284539,16.3341565,3,,POINT (16.3341565 48.2284539)
29048465,48.2210156,16.3431569,3,,POINT (16.3431569 48.2210156)
29048466,48.2211786,16.3420779,4,,POINT (16.3420779 48.2211786)
29048468,48.2239659,16.3365505,4,,POINT (16.3365505 48.2239659)
29048469,48.2254334,16.3335652,4,,POINT (16.3335652 48.2254334)
29048470,48.2258864,16.3326189,4,,POINT (16.3326189 48.2258864)
29048472,48.2264173,16.3308107,4,traffic_signals,POINT (16.3308107 48.2264173)
30696018,48.2283379,16.3367735,4,crossing,POINT (16.3367735 48.2283379)
30696019,48.2274167,16.3409908,4,,POINT (16.3409908 48.2274167)
31256846,48.2071941,16.3452065,3,,POINT (16.3452065 48.2071941)
31259137,48.2096392,16.3487798,4,traffic_signals,POINT (16.3487798 48.2096392)
31262585,48.2087508,16.3457199,3,crossing,POINT (16.3457199 48.2087508)
31673327,48.2072743,16.344842,3,,POINT (16.344842 48.2072743)
31673329,48.2071121,16.3456095,3,,POINT (16.3456095 48.2071121)
31673331,48.2099731,16.3469174,3,,POINT (16.3469174 48.2099731)
31673334,48.2102933,16.3454669,3,,POINT (16.3454669 48.2102933)
32637457,48.2110822,16.3220749,4,,POINT (16.3220749 48.2110822)
32637458,48.2109254,16.3231119,3,,POINT (16.3231119 48.2109254)
32637459,48.2107675,16.3241617,3,,POINT (16.3241617 48.2107675)
32637460,48.210463,16.3261491,4,,POINT (16.3261491 48.210463)
33079191,48.2131924,16.3394444,4,,POINT (16.3394444 48.2131924)
33079193,48.2132112,16.3384815,4,,POINT (16.3384815 48.2132112)
33079194,48.2122164,16.3384177,3,,POINT (16.3384177 48.2122164)
33079197,48.2149004,16.337134,4,,POINT (16.337134 48.2149004)
33079198,48.2140665,16.3385269,4,,POINT (16.3385269 48.2140665)
33079201,48.2124022,16.3350145,3,,POINT (16.3350145 48.2124022)
33079202,48.2130275,16.3348448,3,,POINT (16.3348448 48.2130275)
33079203,48.2137638,16.3346699,4,,POINT (16.3346699 48.2137638)
33079206,48.212889,16.3336442,3,,POINT (16.3336442 48.212889)
33079208,48.2132248,16.3375383,3,,POINT (16.3375383 48.2132248)
33079209,48.2123168,16.3373645,3,,POINT (16.3373645 48.2123168)
33079211,48.2119851,16.3397036,4,,POINT (16.3397036 48.2119851)
33079212,48.2111003,16.3395185,3,,POINT (16.3395185 48.2111003)
33079213,48.2103939,16.3394082,4,,POINT (16.3394082 48.2103939)
33079214,48.2107501,16.338719,4,,POINT (16.338719 48.2107501)
33079216,48.2121758,16.3389164,4,,POINT (16.3389164 48.2121758)
33079217,48.2141005,16.339939,4,,POINT (16.339939 48.2141005)
33079222,48.2120473,16.3337067,4,,POINT (16.3337067 48.2120473)
33079223,48.2113905,16.3335684,4,traffic_signals,POINT (16.3335684 48.2113905)
33079229,48.2122331,16.3289449,3,,POINT (16.3289449 48.2122331)
33079231,48.2126585,16.3272976,4,,POINT (16.3272976 48.2126585)
33079232,48.2123246,16.3312798,4,,POINT (16.3312798 48.2123246)
33079240,48.213639,16.3283203,4,,POINT (16.3283203 48.213639)
33079241,48.2134238,16.3272018,4,,POINT (16.3272018 48.2134238)
